CS01012021,T_SEC_NL,ZONENUMMER,STGB,NIS_GEM_L
11008A283,HET LEEG - MIKSE HEIDE,"226","1",11008 BRASSCHAAT
11008A29-,NIEMANDS BEEMDEN,"226","1",11008 BRASSCHAAT
11008A30-,MARIA-TER-HEIDE,"227","1",11008 BRASSCHAAT
11008A31-,MOLENHEIDE,"227","1",11008 BRASSCHAAT
11008A32-,BELLENHOF,"227","1",11008 BRASSCHAAT
11008A332,DUREN TIJD,"227","1",11008 BRASSCHAAT
11008A381,DE MIK,"228","1",11008 BRASSCHAAT
11008A3MB,GROOT SCHIETVELD,"229","1",11008 BRASSCHAAT
11008A3PB,,"230","1",11008 BRASSCHAAT
11008A40-,MARIABURG,"231","1",11008 BRASSCHAAT
11008A49-,LEENHEIDE - KATERHEIDE,"232","1",11008 BRASSCHAAT
11008A500,VRIESDONK,"233","1",11008 BRASSCHAAT
11008A510,TER BORCHT - VOSHOL,"233","1",11008 BRASSCHAAT
11008A59-,PEERDSBOS,"219","1",11008 BRASSCHAAT
11009A000,BRECHT-CENTRUM,"234","1",11009 BRECHT
11009A01-,HEIKEN,"234","1",11009 BRECHT
11009A02-,BEEKHOVEN,"235","1",11009 BRECHT
11009A03-,PAPBOS,"234","1",11009 BRECHT
11009A042,HENSEL,"234","1",11009 BRECHT
11009A0AD,STEEGHOVEN,"234","1",11009 BRECHT
11009A0MC,DE RING,"234","1",11009 BRECHT
11009A0PD,HOEK - SCHOM,"234","1",11009 BRECHT
11009A0QC,STAPELHEIDE - NOLLEKENS,"234","1",11009 BRECHT
11009A20-,HET VEEN,"236","1",11009 BRECHT
11009A21-,KAMBEENHEIDE,"236","1",11009 BRECHT
11009A222,HOGE HEIDE,"236","1",11009 BRECHT
11009A281,DE MEREL,"236","1",11009 BRECHT
11009A29-,VRAAGHEIDE,"236","1",11009 BRECHT
11009A30-,OVERBROEK,"235","1",11009 BRECHT
11009A38-,KREKELBERG,"236","1",11009 BRECHT
11009A3AB,NIEUWE ROMMERSHEIDE,"237","1",11009 BRECHT
11009A3PB,HORST - SCHOORDIJK - MEREYT,"235","1",11009 BRECHT
11009A49-,BRECHTSE HEIDE,"236","1",11009 BRECHT
11009A59-,GROOT SCHIETVELD,"235","1",11009 BRECHT
11009A5AA,ROMMERSHEIDE - LAKVEN,"237","1",11009 BRECHT
11009A5PA,NOTTEBOHM,"237","1",11009 BRECHT
11009B00-,SINT-LENAARTS-CENTRUM,"238","1",11009 BRECHT
11009B01-,POTHOEK,"238","1",11009 BRECHT
11009B02-,HEIKEN,"238","1",11009 BRECHT
11009B032,KONINGSSTOEL,"238","1",11009 BRECHT
11009B08-,MOLENHEIKEN,"238","1",11009 BRECHT
11009B091,HENXBROEK-KLOOSTERAKKER-VONDEL,"238","1",11009 BRECHT
11009B18-,EESTER - LABOUREUR - VOGELZANG,"239","1",11009 BRECHT
11009B19-,DE LEEUWERIK,"238","1",11009 BRECHT
11009B20-,GROOT EN KLEIN VEERLE,"238","1",11009 BRECHT
11009B29-,DE HOUW - GALGEVOORT,"238","1",11009 BRECHT
11009B2MA,D'HOEF,"238","1",11009 BRECHT
11009B2PA,VEERLE - VERSPREIDE BEWONING,"238","1",11009 BRECHT
11009C00-,SINT-JOB-IN-'T GOOR - CENTRUM,"240","1",11009 BRECHT
11009C01-,LEEUWERIK,"240","1",11009 BRECHT
11009C020,ZAND,"240","1",11009 BRECHT
11009C03-,SINT-JOB-IN-'T GOOR - DORP-N.,"241","1",11009 BRECHT
11009C08-,CHRISTUS-KONING,"242","1",11009 BRECHT
11009C090,KLOOSTERVELD-VERSPR. BEW.,"240","1",11009 BRECHT
11013A00-,EDEGEM-CENTRUM,"243","1",11013 EDEGEM
11013A01-,MUSSENBURG,"243","1",11013 EDEGEM
11013A02-,BUIZEGEM,"244","1",11013 EDEGEM
11013A03-,POSDIJK,"244","1",11013 EDEGEM
11013A040,BOERENLEGER,"245","1",11013 EDEGEM
11013A050,GRIJPEGEM,"243","1",11013 EDEGEM
11013A090,HOF TER LINDEN,"246","1",11013 EDEGEM
11013A101,EEKHOF - ST.JOZEF,"247","1",11013 EDEGEM
11013A11-,ELSDONK,"247","1",11013 EDEGEM
11013A12-,VERBRANDE HOEVE,"247","1",11013 EDEGEM
11013A132,MOLENVELD,"245","1",11013 EDEGEM
11013A142,AAN DE HOEVE,"247","1",11013 EDEGEM
11013A181,MOLENVELD-ZUID,"245","1",11013 EDEGEM
11013A19-,DRIE EIKEN,"248","1",11013 EDEGEM
11013A20-,TER BEKE,"246","1",11013 EDEGEM
11013A21-,ROZENHOF,"246","1",11013 EDEGEM
11016A000,ESSEN-CENTRUM,"249","1",11016 ESSEN
11016A010,HEUVEL,"249","1",11016 ESSEN
11016A021,KLOOSTERSTRAAT-OOST,"249","1",11016 ESSEN
11016A042,HONDSBERG,"249","1",11016 ESSEN
11016A052,DE VENNEN - DE WERF,"249","1",11016 ESSEN
11016A091,SPIJKER - ZANDSTRAAT,"250","1",11016 ESSEN
11016A101,WILDERT-OOST,"250","1",11016 ESSEN
11016A112,WILDERT-WEST,"250","1",11016 ESSEN
11016A180,VISSENHEUVEL - ZILVEREN HOEK,"250","1",11016 ESSEN
11016A191,WILDVEN,"250","1",11016 ESSEN
11016A1AJ,WILDERT WEEKENDZONE-OOST,"250","1",11016 ESSEN
11016A200,HORENDONK,"251","1",11016 ESSEN
11016A262,HORENDONK-WEEKENDZONE,"251","1",11016 ESSEN
11016A273,INDUSTRIEZONE,"251","1",11016 ESSEN
11016A281,STEENPAAL - GROTE HORENDONK,"251","1",11016 ESSEN
11016A291,SCHANKER - SCHAM,"251","1",11016 ESSEN
11016A300,ESSEN - HOEK,"252","1",11016 ESSEN
11016A391,NOORDENEIND - ROUWMOERHOEF - WATERWINNING,"252","1",11016 ESSEN
11016A3AJ,WILDERT - WEEKENDZONE-WEST,"250","1",11016 ESSEN
11016A401,STATION,"253","1",11016 ESSEN
11016A412,VELDWEG,"249","1",11016 ESSEN
11016A501,HEIKANT,"253","1",11016 ESSEN
11016A592,PAARDENHOEK-WILDERTSE DUINTJES,"253","1",11016 ESSEN
11016A60-,KALMTHOUTSE HOEK,"252","1",11016 ESSEN
11016A691,MOLENWIJK - VOORTSE HOEVE,"252","1",11016 ESSEN
11018A000,HEMIKSEM-DORP,"254","1",11018 HEMIKSEM
11018A010,HOOFDBOS,"254","1",11018 HEMIKSEM
11018A021,HEMIKSEM-CENTRUM,"254","1",11018 HEMIKSEM
11018A030,VARENVELDEN,"254","1",11018 HEMIKSEM
11018A042,KALLEBEEK,"254","1",11018 HEMIKSEM
11018A054,BOUWERIJVELDEN,"255","1",11018 HEMIKSEM
11018A070,HERBEKE - TERLOCHT,"254","1",11018 HEMIKSEM
11018A090,KASTEEL,"255","1",11018 HEMIKSEM
11018A101,HEUVELSTRAAT,"255","1",11018 HEMIKSEM
11018A111,KERKENEINDE,"255","1",11018 HEMIKSEM
11018A122,SINT-BERNARD,"255","1",11018 HEMIKSEM
11018A132,KERKE BOS,"255","1",11018 HEMIKSEM
11018A143,SCHELSE BOS,"255","1",11018 HEMIKSEM
11018A170,NIJVERHEIDSZONE-OOST,"255","1",11018 HEMIKSEM
11018A1MJ,NIJVERHEIDSZONE - SCHELDE-Z.,"255","1",11018 HEMIKSEM
11021A00-,HOVE-CENTRUM,"256","1",11021 HOVE
11021A01-,GEELHAND,"257","1",11021 HOVE
11021A02-,KLEINE MIJL,"257","1",11021 HOVE
11021A03-,GRENS EDEGEM,"256","1",11021 HOVE
11021A04-,RATTENNEST,"256","1",11021 HOVE
11021A052,FRUITHOUT-ZUID,"256","1",11021 HOVE
11021A062,VELDKANT,"257","1",11021 HOVE
11021A081,FRUITHOUT,"256","1",11021 HOVE
11021A091,VELDKANT-VERSPREIDE BEWONING,"258","1",11021 HOVE
11021A19-,HOOFSE HOEK,"258","1",11021 HOVE
11022A001,KALMTHOUT-CENTRUM-OOST,"259","1",11022 KALMTHOUT
11022A012,KALMTHOUT-CENTRUM-WEST,"259","1",11022 KALMTHOUT
11022A02-,KIJKUIT-WEST,"259","1",11022 KALMTHOUT
11022A032,BEZEMHEIDE,"259","1",11022 KALMTHOUT
11022A080,KALMTHOUT-VERSPR. BEW.-OOST,"259","1",11022 KALMTHOUT
11022A091,VOGELENZANG,"259","1",11022 KALMTHOUT
11022A10-,KALMTHOUT-DORP,"260","1",11022 KALMTHOUT
11022A11-,HEUVEL,"260","1",11022 KALMTHOUT
11022A120,ACHT ZALIGHEDEN,"260","1",11022 KALMTHOUT
11022A132,MERBORETUM-NOORD,"260","1",11022 KALMTHOUT
11022A181,NATUURRESERVAAT,"261","1",11022 KALMTHOUT
11022A19-,DE GREEF,"260","1",11022 KALMTHOUT
11022A201,OUD-HEIDE,"262","1",11022 KALMTHOUT
11022A21-,DENNENDAAL,"262","1",11022 KALMTHOUT
11022A22-,GEUZENBAK,"262","1",11022 KALMTHOUT
11022A232,NIEUWE WIJK - HEIDE,"262","1",11022 KALMTHOUT
11022A28-,WITTE  HOEVESEHEIDE,"262","1",11022 KALMTHOUT
11022A2AA,HOLLE KELDER,"259","1",11022 KALMTHOUT
11022A2MA,INDUSTRIE,"263","1",11022 KALMTHOUT
11022A2PA,SCHIETVELD,"263","1",11022 KALMTHOUT
11022A30-,ACHTERBROEK-CENTRUM,"264","1",11022 KALMTHOUT
11022A31-,ACHTERBROEK - WUUSTWEZEL,"264","1",11022 KALMTHOUT
11022A322,HEIKEN-NOORD,"264","1",11022 KALMTHOUT
11022A382,DUFFELAAR,"264","1",11022 KALMTHOUT
11022A39-,HANDELAAR,"264","1",11022 KALMTHOUT
11022A401,NIEUWMOER-CENTRUM,"265","1",11022 KALMTHOUT
11022A412,HEIKANT - MAATJES,"265","1",11022 KALMTHOUT
11022A423,ZILVERENHOEK,"265","1",11022 KALMTHOUT
11022A48-,MARIJNEVENNEN - MAATJES,"265","1",11022 KALMTHOUT
11022A49-,VENETIE,"265","1",11022 KALMTHOUT
11022A50-,KRUISSTRAAT,"264","1",11022 KALMTHOUT
11022A582,FOKSEMAAT,"259","1",11022 KALMTHOUT
11022A591,STOK 1300 M,"264","1",11022 KALMTHOUT
11022A682,HEIKEN-ZUID,"264","1",11022 KALMTHOUT
11022A692,GROENENDRIES,"261","1",11022 KALMTHOUT
11023A00-,KAPELLEN-CENTRUM,"266","1",11023 KAPELLEN
11023A01-,BEUKENHOF,"267","1",11023 KAPELLEN
11023A02-,ESSENHOUT - ZILVEREN HOEK,"268","1",11023 KAPELLEN
11023A03-,HOEVENSE BAAN,"268","1",11023 KAPELLEN
11023A04-,BEAULIEU,"266","1",11023 KAPELLEN
11023A050,STARRENHOF,"269","1",11023 KAPELLEN
11023A062,DENNENBURG,"267","1",11023 KAPELLEN
11023A08-,KAPELLEN VERSPR. BEW.-WEST,"269","1",11023 KAPELLEN
11023A091,MIDDELBEEK,"270","1",11023 KAPELLEN
11023A10-,PUTTE-CENTRUM,"271","1",11023 KAPELLEN
11023A11-,ERTBRAND,"271","1",11023 KAPELLEN
11023A122,PUTTE-OOST,"271","1",11023 KAPELLEN
11023A133,RIJMAKERSBOS,"271","1",11023 KAPELLEN
11023A191,ERTBRAND - FORT,"271","1",11023 KAPELLEN
11023A200,KAPELLENBOS-CENTRUM,"272","1",11023 KAPELLEN
11023A212,GOLF,"272","1",11023 KAPELLEN
11023A280,WOLVEBOS,"270","1",11023 KAPELLEN
11023A291,SCHIETVELD,"273","1",11023 KAPELLEN
11023B30-,ZILVERENHOEK,"274","1",11023 KAPELLEN
11023B31-,HAZELDONK,"274","1",11023 KAPELLEN
11023B32-,DE STERRE,"274","1",11023 KAPELLEN
11023B330,KLEIN HEIKEN,"274","1",11023 KAPELLEN
11023B391,VLOEIENDE,"274","1",11023 KAPELLEN
11023B40-,HOOGBOOM,"275","1",11023 KAPELLEN
11023B49-,VERLOREN HOEK - BUNGE,"275","1",11023 KAPELLEN
11024A00-,KONTICH-CENTRUM,"276","1",11024 KONTICH
11024A01-,BROEKBEEMDEN - NACHTEGAAL,"277","1",11024 KONTICH
11024A02-,LIJSTERBOL - KRUISSCHANSLEI,"278","1",11024 KONTICH
11024A03-,TUINWIJK - GROENINGENLEI,"276","1",11024 KONTICH
11024A04-,ALTENA,"277","1",11024 KONTICH
11024A05-,BLAUWE STEEN,"278","1",11024 KONTICH
11024A072,INDUSTRIETERREIN,"279","1",11024 KONTICH
11024A09-,KONTICH - VERSPR. BEW.-NOORD,"280","1",11024 KONTICH
11024A10-,BOONWIT,"281","1",11024 KONTICH
11024A111,SINT-RITA,"281","1",11024 KONTICH
11024A132,PIERSSTRAAT,"282","1",11024 KONTICH
11024A142,HOGE AARD,"276","1",11024 KONTICH
11024A191,KEIZERSHOEK-RIJKEROOI-VALVEKEN,"283","1",11024 KONTICH
11024A1MA,INDUSTRIEZONE - SATENROZEN,"282","1",11024 KONTICH
11024A1PA,VUILE PLAS - PANNEBOSSEN,"282","1",11024 KONTICH
11024A200,KONTICH - KAZERNEN,"284","1",11024 KONTICH
11024A210,NIEUW KONTICH,"284","1",11024 KONTICH
11024A220,SCHEIHAGEN,"284","1",11024 KONTICH
11024A280,BOUTERSEM - BROEKBOS,"284","1",11024 KONTICH
11024A291,BABBELKROON - DUFFELSE HOEK,"284","1",11024 KONTICH
11024A30-,VERBRANDE HOEVE,"284","1",11024 KONTICH
11024A412,REEP,"279","1",11024 KONTICH
11024A423,WILDVELD,"279","1",11024 KONTICH
11024A434,TANGHOF,"283","1",11024 KONTICH
11024B00-,WAARLOOS-KERN,"285","1",11024 KONTICH
11024B012,KERKEVELDEN,"285","1",11024 KONTICH
11024B08-,TERBEECK,"285","1",11024 KONTICH
11024B091,BEEKBOSHOEK,"285","1",11024 KONTICH
11024B190,DE KEIZERENBERG,"285","1",11024 KONTICH
11025A000,LINT-CENTRUM,"286","1",11025 LINT
11025A01-,NIEUW KWARTIER,"286","1",11025 LINT
11025A02-,LINTZ-VELD,"286","1",11025 LINT
11025A042,MOEDERHOEVE,"286","1",11025 LINT
11025A053,SCHUURVELD,"287","1",11025 LINT
11025A08-,BEEKHOEK,"288","1",11025 LINT
11025A091,ROETAARDSHOEK,"286","1",11025 LINT
11025A184,LOUWERIJK,"287","1",11025 LINT
11025A19-,LUITERSHEIDE,"287","1",11025 LINT
11029A00-,OUDE-GOD,"289","1",11029 MORTSEL
11029A01-,TOMMELT,"290","1",11029 MORTSEL
11029A02-,HOF VAN RIETH,"291","1",11029 MORTSEL
11029A041,FORTSTRAAT,"292","1",11029 MORTSEL
11029A07-,VREDEBAAN,"293","1",11029 MORTSEL
11029A10-,MORTSEL - DORP,"290","1",11029 MORTSEL
11029A11-,SINT-JOZEF,"294","1",11029 MORTSEL
11029A12-,DRABSTRAAT,"292","1",11029 MORTSEL
11029A13-,SAVELKOUL,"294","1",11029 MORTSEL
11029A14-,CANTECROY,"292","1",11029 MORTSEL
11029A172,HEIRBAAN,"292","1",11029 MORTSEL
11029A18-,FORT IV,"292","1",11029 MORTSEL
11029A191,GASTHUISHOEVEN,"295","1",11029 MORTSEL
11029A201,LUITHAGEN,"296","1",11029 MORTSEL
11029A211,DIESEGHEM,"297","1",11029 MORTSEL
11029A22-,OOSTERVELD,"293","1",11029 MORTSEL
11029A232,AGFA-GEVAERT,"293","1",11029 MORTSEL
11029A242,TEN DORPE,"296","1",11029 MORTSEL
11029A27-,VARENTHOF,"297","1",11029 MORTSEL
11029A282,VLIEGVELD,"298","1",11029 MORTSEL
11029A301,ZILVERBEEK,"297","1",11029 MORTSEL
11029A372,SINT-AMEDEUS,"297","1",11029 MORTSEL
11030A00-,NIEL-CENTRUM,"299","1",11030 NIEL
11030A01-,NIEL - DORP-OOST,"299","1",11030 NIEL
11030A02-,NIEL - DORP-WEST,"299","1",11030 NIEL
11030A03-,NIELSE MATEN,"300","1",11030 NIEL
11030A052,NIEL - BIEZERD-WEST,"299","1",11030 NIEL
11030A091,BROEK,"299","1",11030 NIEL
11030A10-,HELLEGAT - STEENBAKKERIJEN,"299","1",11030 NIEL
11030A17-,POTAARDESTRAAT,"300","1",11030 NIEL
11035A000,RANST-CENTRUN,"301","1",11035 RANST
11035A01-,DOGGENHOUT,"301","1",11035 RANST
11035A022,ZEVENBERGEN,"301","1",11035 RANST
11035A08-,SCHAPENVONDER,"301","1",11035 RANST
11035A091,GROT-STREPENHOEVE,"301","1",11035 RANST
11035A10-,MILLEGEM,"301","1",11035 RANST
11035A20-,SPRUITERSHOF,"301","1",11035 RANST
11035A29-,SCHAWIJK,"301","1",11035 RANST
11035A30-,VERLOREN KOST,"302","1",11035 RANST
11035A39-,TUSSEN MAAS EN MOOR -HOGE AARD,"302","1",11035 RANST
11035B00-,OELEGEM-CENTRUM,"303","1",11035 RANST
11035B010,SCHRANSHOEVE,"303","1",11035 RANST
11035B02-,EVERHOEK,"303","1",11035 RANST
11035B032,LINDBERGHOEVE,"303","1",11035 RANST
11035B043,KNOD,"303","1",11035 RANST
11035B080,BOLKERHOEVE,"304","1",11035 RANST
11035B091,RUNDVOORT - VRIESEL,"303","1",11035 RANST
11035B19-,HALSE HOEK,"303","1",11035 RANST
11035B2MA,TER STRATEN,"305","1",11035 RANST
11035B2PA,VERLOREN VELDEN,"305","1",11035 RANST
11035C00-,BROECHEM-CENTRUM,"306","1",11035 RANST
11035C01-,VELD - HET LOO,"306","1",11035 RANST
11035C022,BROOT,"306","1",11035 RANST
11035C081,NIERLENDERS,"306","1",11035 RANST
11035C09-,DE BIEST,"306","1",11035 RANST
11035C19-,MOLLENT,"306","1",11035 RANST
11035C29-,VREMDERHOEVEN,"306","1",11035 RANST
11035C39-,MOOR,"306","1",11035 RANST
"11035D001",EMBLEM-CENTRUM,"307","1",11035 RANST
"11035D012",HOOG -TONGEL -VEN -LEEUWERIK,"307","1",11035 RANST
"11035D082",BOLLAAK,"307","1",11035 RANST
11035D0AA,HET TOREKEN,"307","1",11035 RANST
11035D0PA,DE HEIDE VELDEN,"307","1",11035 RANST
11035D10-,HET ALLIERS,"307","1",11035 RANST
11035D19-,ALLIERS HEIDE,"307","1",11035 RANST
11035D29-,BRITSE BASIS,"307","1",11035 RANST
1103710PQ,OUDE NETE-ARM,"491","1",12025 MECHELEN
11037A01-,KLEINE LANDEIGENDOM,"309","1",11037 RUMST
11037A02-,STEENBERGHOEK,"308","1",11037 RUMST
11037A032,MORENHOEK,"309","1",11037 RUMST
11037A080,STEENBAKKERIJEN,"308","1",11037 RUMST
11037A091,AUTOSNELWEG,"310","1",11037 RUMST
11037A0ON,RUMST-CENTRUM,"308","1",11037 RUMST
11037A10-,VOSBERG,"310","1",11037 RUMST
11037A19-,LAZERNIJ - HOGE VOSBERG,"310","1",11037 RUMST
11037B00-,TERHAGEN-KERN,"311","1",11037 RUMST
11037B01-,1 MEI-BUURT,"311","1",11037 RUMST
11037B022,MOLLEVELD,"311","1",11037 RUMST
11037B091,STEENBAKKERIJEN,"311","1",11037 RUMST
11037C000,REET-CENTRUM,"312","1",11037 RUMST
11037C010,REET-DORP-NOORD,"312","1",11037 RUMST
11037C022,CLEMENSHOEK,"312","1",11037 RUMST
11037C081,REET-VERSPR. BEW.-ZUIDWEST,"312","1",11037 RUMST
11037C090,MORENHOEK - BEURS,"312","1",11037 RUMST
11037C100,DE VAART,"312","1",11037 RUMST
11037C110,PREDIKHERENHOEVE,"312","1",11037 RUMST
11037C12-,TURKIJE,"313","1",11037 RUMST
11037C180,PIERSTRAAT,"312","1",11037 RUMST
11037C19-,GROTE PAEPENDAELEN,"312","1",11037 RUMST
11037C20-,STATIE,"312","1",11037 RUMST
11038A000,SCHELLE-DORP,"314","1",11038 SCHELLE
11038A010,MIKMAN,"314","1",11038 SCHELLE
11038A020,MAAIENHOEK,"314","1",11038 SCHELLE
11038A030,LAARHOEK,"314","1",11038 SCHELLE
11038A04-,BOERENHOEK,"315","1",11038 SCHELLE
11038A070,LAAR,"314","1",11038 SCHELLE
11038A090,ZINKVAL - SPELTEN,"315","1",11038 SCHELLE
11038A1AR,KOEKOEK,"315","1",11038 SCHELLE
11038A1BR,TULPENAREN,"316","1",11038 SCHELLE
11039A00-,SCHILDE-DORP,"317","1",11039 SCHILDE
11039A010,LINDENHOEK,"317","1",11039 SCHILDE
11039A02-,SCHILDE-CENTRUM-TURNHOUTSEBAAN,"317","1",11039 SCHILDE
11039A03-,DE REST,"318","1",11039 SCHILDE
11039A04-,PICARDIE,"318","1",11039 SCHILDE
11039A081,SCHILDEHOF - SPREEUWENBERG,"320","1",11039 SCHILDE
11039A09-,HET MOER,"318","1",11039 SCHILDE
11039A10-,BERGEN-ZUID,"319","1",11039 SCHILDE
11039A11-,BERGEN-NOORD,"317","1",11039 SCHILDE
11039A122,DE LOOCK,"317","1",11039 SCHILDE
11039A20-,DEN DRIJHOEK-NOORD,"321","1",11039 SCHILDE
11039A21-,KLEINE WATERSTR.-SCHILDESTRAND,"321","1",11039 SCHILDE
11039A22-,STEIJNHOEVEN,"322","1",11039 SCHILDE
11039A23-,HEIDEMOLEN,"322","1",11039 SCHILDE
11039A28-,DEN DRIJHOEK-ZUID,"321","1",11039 SCHILDE
11039A29-,KOUWENBERG,"322","1",11039 SCHILDE
11039B000,'S GRAVENWEZEL-CENTRUM,"323","1",11039 SCHILDE
11039B01-,HERTEBOS,"323","1",11039 SCHILDE
11039B02-,HOGE HAAR,"323","1",11039 SCHILDE
11039B032,ZONNEBOS,"323","1",11039 SCHILDE
11039B08-,'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST,"323","1",11039 SCHILDE
11039B091,OUDAAN - LAGE HAAR,"323","1",11039 SCHILDE
11039B10-,BELLEMONT,"324","1",11039 SCHILDE
11039B19-,HOF TER LINDEN - DE ZETTEN,"324","1",11039 SCHILDE
11040A00-,SCHOTEN-CENTRUM,"325","1",11040 SCHOTEN
11040A01-,SCHOTEN-CENTRUM-ZUID,"325","1",11040 SCHOTEN
11040A02-,SCHOTEN-CENTRUM ZUIDWEST,"326","1",11040 SCHOTEN
11040A03-,BORGEIND,"326","1",11040 SCHOTEN
11040A040,HEIKANT,"327","1",11040 SCHOTEN
11040A050,BLOEMENDAAL,"327","1",11040 SCHOTEN
11040A060,KLEINVELD,"326","1",11040 SCHOTEN
11040A072,BRAAM,"326","1",11040 SCHOTEN
11040A091,GEMEENTELIJK DOMEIN,"326","1",11040 SCHOTEN
11040A0AA,DE LIST,"329","1",11040 SCHOTEN
11040A0PA,VERBINDINGSGEBIED AMERO - VORDENSTEIN,"327","1",11040 SCHOTEN
11040A10-,DONK,"332","1",11040 SCHOTEN
11040A11-,SCHOTENHOF,"332","1",11040 SCHOTEN
11040A12-,WETSCHOT,"325","1",11040 SCHOTEN
11040A13-,BERKENRODE,"333","1",11040 SCHOTEN
11040A14-,KONINGSHOF,"334","1",11040 SCHOTEN
11040A182,PETAPPELTOREN,"335","1",11040 SCHOTEN
11040A191,SEPENBURG,"332","1",11040 SCHOTEN
11040A201,DEUZELD,"336","1",11040 SCHOTEN
11040A211,WITHOF,"336","1",11040 SCHOTEN
11040A222,WINKELSTAP,"336","1",11040 SCHOTEN
11040A232,KRUININGEN,"336","1",11040 SCHOTEN
11040A242,VOORSCHOTEN,"336","1",11040 SCHOTEN
11040A253,BOEKENBORG,"336","1",11040 SCHOTEN
11040A27-,ALBERTKANAAL-NOORD,"336","1",11040 SCHOTEN
11040A291,CALESBERG,"336","1",11040 SCHOTEN
11040A30-,ELSHOUT,"337","1",11040 SCHOTEN
11040A312,LAARSEBEEK,"330","1",11040 SCHOTEN
11040A322,KROMVEN,"337","1",11040 SCHOTEN
11040A381,BOTERMELK,"337","1",11040 SCHOTEN
11040A391,ZEURT,"330","1",11040 SCHOTEN
11040A40-,HEIDEBAD,"338","1",11040 SCHOTEN
11040A410,SAS 6,"338","1",11040 SCHOTEN
11040A480,ELSHOUTHEIDE,"338","1",11040 SCHOTEN
11040A490,ST.JOBSEBAAN - ZWAN,"338","1",11040 SCHOTEN
11040A50-,KLEINE BAREEL,"329","1",11040 SCHOTEN
11040A67-,ALBERTKANAAL-ZUID,"328","1",11040 SCHOTEN
1104411PQ,ACHTERHOEK,"344","1",11044 STABROEK
11044A001,STABROEK-CENTRUM-WEST,"339","1",11044 STABROEK
11044A010,LASSENHOF - HOOGEIND,"340","1",11044 STABROEK
11044A02-,'S HERTOGENDIJK,"340","1",11044 STABROEK
11044A032,STABROEK-CENTRUM-OOST,"340","1",11044 STABROEK
11044A042,HAZEPAD,"340","1",11044 STABROEK
11044A0PN,FORT,"339","1",11044 STABROEK
11044A10-,PUTTE - DRIEHOEK,"341","1",11044 STABROEK
11044A112,PLANTIJN,"341","1",11044 STABROEK
11044A191,RAVENHOF,"341","1",11044 STABROEK
11044A21-,GALGEVELD - WATERSTRAAT,"342","1",11044 STABROEK
11044B001,HOEVENEN-CENTRUM,"343","1",11044 STABROEK
11044B012,WITVEN,"343","1",11044 STABROEK
11044B022,KREKELBERG,"343","1",11044 STABROEK
11044B091,POLDERS,"343","1",11044 STABROEK
11044B100,KREKELBERGSTRAAT - HOGE WEG,"344","1",11044 STABROEK
11044B11-,HOGEWEG - 'S HERTOGENDIJK,"344","1",11044 STABROEK
11044B19-,ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST,"344","1",11044 STABROEK
11050A000,WIJNEGEM-CENTRUM-NOORD,"345","1",11050 WIJNEGEM
11050A01-,WIJNEGEM-CENTRUM-ZUID,"345","1",11050 WIJNEGEM
11050A02-,KOOLSVELD,"346","1",11050 WIJNEGEM
11050A03-,RUGGEVELD,"346","1",11050 WIJNEGEM
11050A04-,ZEVENBUNDER,"347","1",11050 WIJNEGEM
11050A052,FORT,"346","1",11050 WIJNEGEM
11050A073,DEN HOEK,"348","1",11050 WIJNEGEM
11050A08-,WIJNEGEM HOF,"347","1",11050 WIJNEGEM
11050A091,ERTBRUGGE,"348","1",11050 WIJNEGEM
11050A100,STOKERIJ,"349","1",11050 WIJNEGEM
11050A110,MOLENHEIDE,"349","1",11050 WIJNEGEM
11050A19-,VERBRANDE HOF,"349","1",11050 WIJNEGEM
11050A274,DORENBOS,"346","1",11050 WIJNEGEM
11052A00-,WOMMELGEM-CENTRUM,"350","1",11052 WOMMELGEM
11052A010,KALLEMENT,"351","1",11052 WOMMELGEM
11052A02-,SPORTCENTRUM - ST.-DAMIAANSTR.,"350","1",11052 WOMMELGEM
11052A03-,DOORNAARDSTRAAT,"352","1",11052 WOMMELGEM
11052A041,HERENTALSE BAAN,"350","1",11052 WOMMELGEM
11052A052,VERBRANDE  LEI,"350","1",11052 WOMMELGEM
11052A072,DOORNBOOM,"353","1",11052 WOMMELGEM
11052A08-,KAPELLEVELD,"351","1",11052 WOMMELGEM
11052A091,VERBRANDHOF - DE STOMME,"350","1",11052 WOMMELGEM
11052A100,KANDONKLAAR,"355","1",11052 WOMMELGEM
11052A110,VOGELZANG,"353","1",11052 WOMMELGEM
11052A12-,VAN ASSCHESTRAAT,"353","1",11052 WOMMELGEM
11052A180,GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE,"353","1",11052 WOMMELGEM
11052A191,IMMERSEELVELD,"356","1",11052 WOMMELGEM
11052A200,TERNESSELEI,"352","1",11052 WOMMELGEM
11052A212,TIP,"356","1",11052 WOMMELGEM
11052A28-,ROLLEBEEK-OOST,"352","1",11052 WOMMELGEM
11052A290,GUDDEGEM,"356","1",11052 WOMMELGEM
11052A3MA,SINT- JANS KAPEL,"356","1",11052 WOMMELGEM
11052A3PA,BEEMDKANT-DE KEER,"356","1",11052 WOMMELGEM
11053A000,WUUSTWEZEL-CENTRUM,"357","1",11053 WUUSTWEZEL
